from,to,cost
24,114,0.022466907
24,125,0.06373205
24,168,0.14281735
24,169,0.19251695
24,171,0.04453257
24,173,0.05826174
25,25,0.45911393
25,56,0.027184673
25,120,0.23172832
25,123,0.02175018
25,129,0.0760699
25,139,0.19276874
25,147,0.041489065
26,26,0.99999994
27,1,0.036915436
27,2,0.109492235
27,7,0.061613902
27,27,0.40700316
27,28,0.048697006
27,78,0.070244014
27,79,0.19931668
27,107,0.036993906
27,183,0.033782504
28,7,0.14948896
28,11,0.045905847
28,27,0.04337503
28,28,0.34021342
28,79,0.021226453
28,85,0.069519125
28,107,0.16319269
28,108,0.04034551
28,132,0.024096778
28,153,0.08272015
28,179,0.07867732
28,201,0.054278947
29,16,0.046641864
29,29,0.46249628
29,30,0.046695963
29,38,0.06742625
29,48,0.14055139
29,166,0.07695824
29,196,0.077026226
30,30,0.6472123
30,64,0.15210004
30,65,0.22652282
31,31,0.69092804
31,83,0.10290502
31,99,0.11883853
31,122,0.053514604
32,19,0.07213133
32,32,0.31311962
32,39,0.037419975
32,57,0.032403734
32,94,0.046883196
32,96,0.1434421
32,97,0.047093797
32,127,0.07465562
32,154,0.013985108
32,155,0.053324804
32,159,0.037160393
32,163,0.021380944
32,206,0.08441407
33,3,0.017256709
33,5,0.030308086
33,6,0.08472187
33,16,0.05360712
33,33,0.30461493
33,91,0.049852327
33,93,0.12832177
33,136,0.068528
33,138,0.088195704
33,144,0.15612169
33,166,0.030990956
33,196,0.031438585
34,14,0.0693795
34,34,0.61405593
34,151,0.04382485
34,182,0.04741835
34,186,0.22336549
35,35,0.79085034
35,66,0.040433526
35,126,0.054159082
35,189,0.10877469
36,0,0.093994476
36,36,0.38565817
36,67,0.20059551
36,115,0.13983108
36,117,0.019092485
36,140,0.049712814
36,142,0.02465941
36,145,0.043562558
36,199,0.05268476
37,24,0.067706615
37,37,0.31650457
37,42,0.11993756
37,54,0.15240522
37,95,0.08824483
37,111,0.1454946
37,125,0.13092938
37,168,0.019559536
37,169,0.046648186
38,3,0.039286662
38,5,0.07677434
38,6,0.0649265
38,15,0.029896853
38,16,0.06514472
38,33,0.023818607
38,38,0.29528195
38,91,0.042344622
38,93,0.10555063
38,136,0.07682321
38,138,0.10198395
38,144,0.016856536
38,166,0.040279508
38,192,0.022233117
38,196,0.040665064
39,20,0.03425917
39,22,0.07904914
39,39,0.29558316
39,57,0.17124985
39,68,0.046695452
39,71,0.02549013
39,74,0.13636447
39,98,0.027054505
39,103,0.040365078
39,119,0.11039204
39,175,0.09090672
40,10,0.037041336
40,40,0.28860912
40,67,0.031182308
40,68,0.045676
40,70,0.16992147
40,71,0.04430232
40,72,0.09885197
40,98,0.026400503
40,102,0.09461628
40,103,0.07942414
40,113,0.018659694
40,118,0.076883644
40,190,0.118768334
40,205,0.029786607
41,41,0.35776615
41,43,0.16584483
41,76,0.07066864
41,77,0.035707016
41,81,0.023818802
41,82,0.10418249
41,89,0.029014025
41,104,0.0740731
41,130,0.18466592
41,146,0.029703332
42,24,0.15484072
42,42,0.36198705
42,53,0.048123732
42,58,0.040000584
42,62,0.030241737
42,95,0.047550604
42,114,0.03162769
42,125,0.08346826
42,168,0.08696821
42,169,0.1453133
42,173,0.0253486
43,43,0.47695452
43,76,0.18076612
43,81,0.08104193
43,82,0.19891514
43,158,0.038372412
44,11,0.044342287
44,44,0.45216095
44,85,0.028700747
44,108,0.024001181
44,132,0.04597718
44,152,0.16675393
44,178,0.0944438
44,179,0.05349772
44,201,0.06592375
45,45,0.7724577
45,203,0.25889555
46,46,0.90132016
46,50,0.035825204
46,189,0.04151216
47,47,0.35859057
47,52,0.074769676
47,60,0.14567894
47,63,0.13476631
47,75,0.170086
47,81,0.033389017
47,137,0.11060264
47,164,0.03398392
48,5,0.033056375
48,6,0.04511018
48,16,0.10417707
48,30,0.049628716
48,38,0.12790987
48,48,0.32484758
48,91,0.03401354
48,93,0.050149746
48,136,0.036031812
48,138,0.049918998
48,166,0.07653525
48,196,0.07629678
49,49,0.6177315
49,129,0.2053921
49,139,0.029872922
49,147,0.15367466
50,18,0.1050527
50,21,0.25363126
50,35,0.099396415
50,50,0.4683651
50,200,0.18182293
51,13,0.032910846
51,51,0.7191882
51,112,0.26458502
52,52,0.48149672
52,69,0.03792834
52,73,0.17708905
52,141,0.08470696
52,164,0.20734946
53,13,0.03215791
53,53,0.37531373
53,58,0.06856082
53,62,0.12732758
53,95,0.08293863
53,112,0.04044213
53,114,0.056306183
53,125,0.1281304
53,168,0.06512272
53,169,0.10205152
54,24,0.076223105
54,37,0.15240522
54,42,0.12731773
54,54,0.2976167
54,95,0.09966159
54,111,0.14996946
54,125,0.14131434
54,168,0.024189746
54,169,0.05486092
55,11,0.116744906
55,27,0.040796388
55,45,0.034504745
55,55,0.28633258
55,79,0.020083934
55,85,0.0650805
55,92,0.08571944
55,106,0.14625575
55,108,0.11577103
55,110,0.04377303
55,132,0.08870938
55,171,0.017968748
55,179,0.13333936
56,30,0.06499684
56,48,0.050313015
56,56,0.5832586
56,101,0.06428981
56,133,0.03669253
56,170,0.16487372
57,20,0.053543374
57,22,0.1143853
57,57,0.4090403
57,68,0.07120924
57,71,0.04007236
57,98,0.0439044
57,103,0.06135348
57,175,0.12335768
57,190,0.023319691
57,205,0.02568408
58,0,0.01899822
58,13,0.16647531
58,37,0.030571263
58,54,0.023690756
58,58,0.3652598
58,114,0.17631635
58,116,0.04469424
58,142,0.052644
58,143,0.12674543
59,8,0.17924672
59,14,0.079389855
59,59,0.44063348
59,88,0.025963439
59,151,0.05282772
59,182,0.03652558
59,185,0.18222143
60,60,0.5223219
60,63,0.03914809
60,81,0.13248041
60,82,0.03459475
60,131,0.048967306
60,137,0.03499312
60,146,0.03993944
60,158,0.07993203
61,61,0.5507763
61,72,0.2686798
61,113,0.10771022
61,141,0.056797586
62,13,0.12525772
62,58,0.17273726
62,62,0.41349724
62,114,0.15773457
62,142,0.024073204
62,143,0.074360766
63,60,0.23767854
63,63,0.4327606
63,81,0.11860468
63,82,0.030382922
63,131,0.043123793
63,137,0.030749563
63,146,0.035066623
63,158,0.07078596
64,29,0.15741912
64,30,0.07676941
64,48,0.04271569
64,64,0.5896762
64,101,0.026436662
64,134,0.06349706
65,64,0.09168306
65,65,0.8875208
66,55,0.04634961
66,66,0.7782231
66,105,0.096900135
67,0,0.061449077
67,36,0.20059551
67,67,0.4919728
67,115,0.10520788
67,140,0.026284983
67,145,0.023151502
67,199,0.028199721
68,19,0.024355616
68,20,0.09404416
68,22,0.16225575
68,32,0.036008433
68,68,0.35804325
68,71,0.01764537
68,96,0.016579825
68,98,0.1825207
68,103,0.04003834
68,175,0.0774647
69,47,0.17468199
69,52,0.042006675
69,60,0.10075787
69,63,0.09387902
69,69,0.39477766
69,75,0.13463445
69,137,0.07392156
70,22,0.034614906
70,68,0.08543952
70,70,0.4357298
70,71,0.026927603
70,98,0.054822017
70,102,0.14638656
70,103,0.13375638
70,175,0.025584014
71,10,0.10424096
71,71,0.33794427
71,72,0.18545245
71,113,0.05942542
71,141,0.028393358
71,156,0.048540365
71,190,0.1926431
71,205,0.18023294
72,69,0.048068184
72,72,0.6044486
72,113,0.1695198
72,141,0.10366228
73,10,0.058549616
73,70,0.08970641
73,72,0.057065737
73,73,0.57577497
73,102,0.023954885
73,113,0.030938404
73,118,0.045705516
73,190,0.079217136
74,22,0.029744267
74,68,0.071207605
74,71,0.06222838
74,72,0.028304273
74,74,0.326155
74,98,0.045225687
74,103,0.088416256
74,119,0.14617278
74,175,0.13826467
74,190,0.041436803
74,205,0.044170186
75,60,0.22328886
75,63,0.20452423
75,75,0.43163875
75,81,0.08284155
75,131,0.022347331
75,158,0.04056851
76,52,0.053609524
76,60,0.111292906
76,63,0.10382717
76,76,0.5834362
76,137,0.093199074
77,9,0.1713434
77,43,0.14271423
77,76,0.055567287
77,77,0.3073114
77,81,0.017910207
77,82,0.08576053
77,130,0.16364186
77,146,0.17568794
77,172,0.036035385
77,197,0.016626064
77,204,0.020882355
78,1,0.07602977
78,49,0.16488421
78,78,0.38255662
78,123,0.10023802
78,129,0.0746998
78,135,0.03084037
78,147,0.041620664
78,177,0.04500612
78,183,0.23803094
79,1,0.076819986
79,2,0.16357785
79,49,0.042907532
79,78,0.12340651
79,79,0.46059453
79,177,0.044449843
79,183,0.077664845
80,12,0.063629456
80,80,0.26988843
80,128,0.02205999
80,154,0.029474933
80,157,0.05062088
80,160,0.040439
80,161,0.09755303
80,162,0.07427985
80,187,0.023131607
80,188,0.12227213
80,191,0.020038668
80,193,0.038974702
80,195,0.119251706
80,198,0.015350271
81,9,0.10229609
81,43,0.050601806
81,76,0.06870473
81,77,0.042641945
81,81,0.29841462
81,82,0.09944865
81,89,0.035556678
81,104,0.076909535
81,130,0.021009553
81,131,0.12315272
81,146,0.115855694
81,158,0.15330808
82,9,0.027068622
82,60,0.04632619
82,63,0.0435678
82,76,0.21871845
82,81,0.11789881
82,82,0.39849338
82,131,0.04441569
82,137,0.03898179
82,146,0.036349766
82,158,0.0720378
83,10,0.030512275
83,31,0.15243956
83,40,0.024164315
83,83,0.44891235
83,122,0.1790558
83,156,0.064579345
83,176,0.103341535
84,9,0.14528732
84,43,0.12076992
84,76,0.039673366
84,77,0.151047
84,82,0.06674459
84,84,0.30853683
84,130,0.1463323
84,146,0.15466015
84,172,0.024698835
85,2,0.072996445
85,7,0.07725208
85,27,0.18906116
85,28,0.026812037
85,78,0.0412299
85,79,0.16261543
85,85,0.38903394
85,107,0.051236544
86,86,0.55615383
86,87,0.08291694
86,100,0.0530808
86,180,0.2359728
86,181,0.098568045
87,41,0.049292892
87,87,0.37042412
87,100,0.19412865
87,130,0.027521525
87,148,0.1511319
87,180,0.12211939
87,181,0.033825684
87,197,0.07090814
87,204,0.06490881
88,9,0.072916254
88,34,0.063193105
88,43,0.06025139
88,77,0.11775761
88,82,0.029702617
88,84,0.13432547
88,88,0.33057025
88,89,0.105573796
88,130,0.086048424
88,146,0.08678842
89,14,0.022750167
89,34,0.22656885
89,77,0.01990617
89,84,0.0292165
89,88,0.07850699
89,89,0.43478802
89,151,0.1122811
89,186,0.10383709
90,83,0.10909485
90,90,0.7512932
90,99,0.055698894
90,122,0.03885184
91,3,0.04210865
91,5,0.080189146
91,6,0.104529105
91,15,0.032503236
91,16,0.052403286
91,33,0.024847252
91,91,0.28543293
91,93,0.13094603
91,136,0.12880763
91,138,0.08602192
91,144,0.017692573
91,166,0.030381914
91,192,0.024269123
91,196,0.03081414
92,46,0.19227715
92,92,0.816944
93,5,0.032933176
93,6,0.19834529
93,16,0.04112111
93,91,0.12725651
93,93,0.3876205
93,136,0.075222924
93,138,0.044132486
93,166,0.021370534
93,174,0.04644879
93,196,0.02184813
94,19,0.14974266
94,20,0.03407862
94,22,0.07955697
94,39,0.11893681
94,57,0.12164583
94,74,0.076136075
94,94,0.32049617
94,96,0.01874335
94,119,0.05338742
94,175,0.03616333
95,25,0.11197132
95,95,0.6221439
95,120,0.19351517
95,139,0.038321856
96,19,0.029594867
96,94,0.048161846
96,96,0.30658808
96,97,0.081057705
96,127,0.10738964
96,128,0.021836117
96,154,0.029438797
96,155,0.0840731
96,159,0.066271275
96,160,0.024591014
96,163,0.042445585
96,198,0.015108813
96,206,0.11444967
97,19,0.074606776
97,39,0.037940625
97,57,0.032599848
97,94,0.104932904
97,96,0.06760346
97,97,0.37471
97,127,0.06601923
97,155,0.045296457
97,159,0.029904509
97,163,0.01641559
97,206,0.07661219
98,19,0.049948744
98,20,0.14034493
98,22,0.20664556
98,32,0.068730414
98,39,0.022013849
98,96,0.036415964
98,98,0.42296174
99,99,0.7931145
99,149,0.22010045
100,41,0.0899659
100,43,0.035854943
100,100,0.45911968
100,130,0.05720635
100,148,0.20651405
100,197,0.1187861
101,1,0.025198253
101,30,0.054031443
101,48,0.034858745
101,49,0.106850274
101,101,0.423628
101,123,0.038867142
101,133,0.21305889
101,135,0.06598635
101,170,0.0720834
102,20,0.03471585
102,22,0.07990695
102,67,0.020042742
102,68,0.1321387
102,71,0.064832665
102,72,0.03068326
102,98,0.10674708
102,102,0.29780537
102,103,0.16403496
102,118,0.020602135
102,175,0.061193127
102,190,0.04423018
102,205,0.046871375
103,20,0.06294528
103,22,0.12738644
103,32,0.018812774
103,68,0.17582963
103,98,0.1575997
103,103,0.39319813
103,175,0.04913096
104,34,0.16149786
104,88,0.03672428
104,89,0.20192467
104,104,0.48977396
104,151,0.05984684
104,186,0.046454318
105,11,0.08234631
105,27,0.02099424
105,55,0.14518665
105,85,0.038069144
105,92,0.04880015
105,105,0.3458084
105,106,0.12213426
105,108,0.084062465
105,110,0.022994474
105,132,0.057587586
105,179,0.08858476
106,7,0.016962523
106,27,0.094596826
106,79,0.056708846
106,85,0.12926035
106,106,0.3778636
106,108,0.17707989
106,132,0.15537374
107,107,0.6484733
107,110,0.060300626
107,171,0.028345332
107,201,0.21282856
108,2,0.02979078
108,7,0.033472657
108,27,0.13508138
108,79,0.09331375
108,85,0.1651097
108,108,0.37485465
108,132,0.18128714
109,13,0.040493365
109,24,0.090544134
109,51,0.16801964
109,58,0.08113048
109,95,0.11114295
109,109,0.368786
109,112,0.05281913
109,114,0.06764462
109,125,0.026898727
109,168,0.03002355
109,169,0.066511214
110,53,0.11629765
110,62,0.030877275
110,110,0.39525127
110,125,0.026949352
110,167,0.15411495
110,168,0.0774866
110,169,0.027887445
110,171,0.077029124
110,173,0.0952162
111,24,0.134537
111,42,0.17830975
111,53,0.031432778
111,58,0.02547103
111,95,0.02987655
111,111,0.37412673
111,114,0.019568158
111,125,0.057787262
111,168,0.06180583
111,169,0.1150021
112,112,0.90797335
112,194,0.085178584
113,47,0.0833162
113,69,0.1339337
113,73,0.045528363
113,75,0.039190613
113,113,0.42016247
113,141,0.18199885
113,164,0.08110908
114,0,0.02336792
114,13,0.16965364
114,37,0.036504745
114,54,0.02867223
114,58,0.17631635
114,114,0.3449544
114,116,0.05278028
114,142,0.06035514
114,143,0.13699174
115,0,0.17015848
115,13,0.021898719
115,37,0.055827837
115,54,0.045042224
115,111,0.021416906
115,115,0.3838688
115,116,0.05295622
115,142,0.08511607
115,145,0.11858141
116,0,0.034567155
116,115,0.051711414
116,116,0.47733632
116,117,0.05314271
116,140,0.16601558
116,199,0.17120527
117,10,0.05975389
117,36,0.029309535
117,61,0.17171553
117,67,0.065923564
117,68,0.018398361
117,71,0.017652214
117,72,0.13063519
117,102,0.032716308
117,103,0.02542029
117,113,0.029107746
117,117,0.33086517
117,118,0.106628224
117,156,0.023152541
117,190,0.10703205
118,0,0.02279502
118,36,0.13963093
118,67,0.21396033
118,115,0.04721197
118,117,0.031593572
118,118,0.5033175
119,22,0.039142884
119,67,0.02258507
119,68,0.083166346
119,71,0.073818564
119,72,0.038076792
119,74,0.14617276
119,98,0.056734856
119,102,0.020677296
119,103,0.1005059
119,118,0.023201594
119,119,0.2727351
119,175,0.13620383
119,190,0.053078003
119,205,0.055534877
120,25,0.23172832
120,120,0.552425
120,129,0.040798914
120,139,0.14746004
121,21,0.12278713
121,35,0.09218763
121,50,0.13655557
121,121,0.6296148
122,10,0.07821257
122,31,0.07065721
122,40,0.06118545
122,70,0.047498614
122,72,0.02489404
122,113,0.02284914
122,122,0.39824215
122,156,0.13230531
122,176,0.15694913
122,190,0.0374349
123,1,0.19809161
123,2,0.051268626
123,7,0.046881948
123,28,0.0802919
123,78,0.026245568
123,107,0.0256563
123,123,0.3985578
123,177,0.18430278
124,16,0.023583973
124,23,0.04835942
124,30,0.064932086
124,124,0.6427707
124,134,0.038770955
124,165,0.06302276
124,166,0.031317107
124,196,0.031958275
125,25,0.059036322
125,95,0.27309406
125,120,0.11945228
125,125,0.5567332
126,126,0.99999994
127,12,0.017527087
127,97,0.03140568
127,127,0.26695868
127,128,0.065930754
127,154,0.074716054
127,155,0.12459963
127,157,0.0142196845
127,159,0.12441168
127,160,0.073681176
127,162,0.02554468
127,163,0.0978809
127,187,0.047531556
127,198,0.051006597
128,19,0.027137784
128,94,0.04459724
128,96,0.023474932
128,97,0.14099823
128,127,0.06560331
128,128,0.29386494
128,154,0.019465065
128,155,0.06785889
128,159,0.050570924
128,160,0.01679389
128,163,0.030846244
128,198,0.13693582
128,206,0.07510058
129,109,0.051963605
129,129,0.5589332
129,139,0.11929944
129,147,0.30560088
130,43,0.22025429
130,76,0.13062896
130,81,0.051862206
130,82,0.16281055
130,130,0.44058418
131,41,0.028126473
131,43,0.029243948
131,82,0.022448277
131,86,0.051065512
131,131,0.4565247
131,146,0.24792586
131,172,0.08534175
131,197,0.044386093
131,204,0.054493114
132,2,0.048969243
132,7,0.05334014
132,27,0.16609746
132,78,0.024938656
132,79,0.12854838
132,85,0.18567824
132,107,0.030780228
132,132,0.37919343
133,1,0.051526345
133,49,0.16944438
133,123,0.07331521
133,129,0.049309567
133,133,0.48262054
133,135,0.10897107
133,177,0.026850253
133,183,0.036888625
134,49,0.05876228
134,101,0.20518528
134,133,0.17806737
134,134,0.4776103
134,135,0.034505274
134,170,0.03599047
135,1,0.15192293
135,2,0.023170292
135,7,0.021177875
135,28,0.040995415
135,49,0.10628282
135,123,0.1672914
135,129,0.038934384
135,135,0.32597616
135,177,0.121529065
135,183,0.16537309
136,3,0.09470292
136,4,0.023771362
136,5,0.13654664
136,15,0.085194424
136,17,0.03424234
136,33,0.06830486
136,80,0.016032005
136,93,0.042306997
136,136,0.32937992
136,138,0.024524719
136,144,0.054506537
136,192,0.06643605
137,47,0.12002537
137,52,0.18690501
137,60,0.04412855
137,63,0.041497465
137,73,0.09201026
137,75,0.07040105
137,137,0.3556336
137,141,0.035778247
137,164,0.1315848
138,16,0.14043096
138,30,0.10762894
138,38,0.068888105
138,48,0.031949896
138,101,0.041906133
138,133,0.023224972
138,138,0.33041915
138,165,0.022916451
138,166,0.12794593
138,196,0.12556729
139,1,0.055278614
139,56,0.0967736
139,123,0.07823274
139,129,0.09425616
139,135,0.041459408
139,139,0.5143141
139,147,0.053890903
139,177,0.029061597
139,183,0.039918855
140,36,0.022379734
140,61,0.0754876
140,67,0.054402653
140,72,0.04153585
140,117,0.12813275
140,118,0.033254806
140,140,0.4148958
140,190,0.03430436
140,199,0.20904373
141,47,0.12064707
141,60,0.043801367
141,63,0.041200515
141,69,0.1665776
141,73,0.08148138
141,75,0.07022683
141,137,0.030676218
141,141,0.3685948
141,164,0.12182215
142,13,0.1072239
142,24,0.0377073
142,37,0.14129812
142,42,0.079780854
142,54,0.13053444
142,95,0.048674695
142,111,0.105782874
142,125,0.08283247
142,142,0.2861037
142,143,0.064657226
142,169,0.022768063
143,0,0.10523468
143,116,0.17458744
143,140,0.067269
143,142,0.02802759
143,143,0.46334517
143,145,0.049238868
143,199,0.07100804
144,3,0.026326053
144,5,0.043800764
144,6,0.11242299
144,15,0.021320434
144,16,0.039445426
144,33,0.0229289
144,91,0.067897744
144,93,0.15243629
144,136,0.09018323
144,138,0.069728
144,144,0.33220237
144,166,0.020687502
144,196,0.021135775
145,13,0.08049559
145,24,0.022588935
145,37,0.12572433
145,42,0.055466536
145,54,0.11216656
145,95,0.028924787
145,111,0.07924108
145,125,0.055215232
145,142,0.1414327
145,143,0.04167898
145,145,0.30547696
146,41,0.04196173
146,86,0.07379646
146,146,0.55249345
146,148,0.029637834
146,172,0.11666015
146,197,0.06361915
146,204,0.07739948
147,109,0.122751474
147,147,0.8172654
148,41,0.13965349
148,43,0.07390743
148,82,0.032322485
148,130,0.10449867
148,148,0.44628987
148,197,0.16562761
149,90,0.093613744
149,149,0.8976721
150,87,0.17124183
150,100,0.14242965
150,148,0.08368937
150,150,0.49320057
150,180,0.050380472
150,197,0.026408998
151,9,0.041437004
151,34,0.035137087
151,43,0.034113467
151,77,0.087937646
151,84,0.107429124
151,88,0.16348065
151,89,0.070645384
151,130,0.053948313
151,146,0.052856144
151,151,0.36843202
152,11,0.12803
152,27,0.063337244
152,55,0.02413706
152,79,0.032997843
152,85,0.096639134
152,92,0.08790764
152,132,0.12705399
152,152,0.43917757
153,45,0.26995885
153,153,0.6791267
153,203,0.08220925
154,12,0.0129731195
154,19,0.014895842
154,94,0.026106985
154,97,0.104542695
154,127,0.04161685
154,128,0.12464231
154,154,0.22356863
154,155,0.09267925
154,159,0.10700262
154,160,0.059450977
154,162,0.019273141
154,163,0.08185233
154,187,0.037277766
154,198,0.112079166
154,206,0.04936743
155,12,0.02641911
155,97,0.044984814
155,128,0.082439564
155,154,0.08831988
155,155,0.24618846
155,157,0.021910464
155,159,0.13245279
155,160,0.09094618
155,162,0.03683363
155,163,0.11121287
155,187,0.062658265
155,188,0.01772346
155,193,0.013219082
155,198,0.066124395
155,206,0.01446319
156,31,0.26137877
156,83,0.035353903
156,99,0.038680628
156,122,0.09495507
156,156,0.5409108
156,176,0.036325146
157,94,0.0151192965
157,97,0.082648166
157,127,0.026789624
157,128,0.117661774
157,154,0.11355494
157,155,0.076054156
157,157,0.25410622
157,159,0.088677436
157,160,0.04061748
157,163,0.06231175
157,187,0.02337283
157,198,0.10092909
157,206,0.033304125
158,86,0.028140893
158,131,0.2162916
158,146,0.22380237
158,158,0.44941145
158,172,0.05225201
158,197,0.024844294
158,204,0.031023646
159,12,0.04949335
159,128,0.01714556
159,154,0.023808513
159,157,0.03910797
159,159,0.31457907
159,160,0.13110922
159,161,0.02034593
159,162,0.06108905
159,163,0.14382741
159,187,0.098465435
159,188,0.035625387
159,193,0.0277363
160,4,0.018120851
160,12,0.102536656
160,80,0.032439154
160,157,0.019259883
160,160,0.3221322
160,161,0.054778427
160,162,0.033626385
160,187,0.14367166
160,188,0.08158366
160,191,0.042931803
160,193,0.07205442
160,195,0.018767275
161,12,0.03061785
161,97,0.033564176
161,128,0.068217464
161,154,0.07627244
161,155,0.033287324
161,157,0.10360312
161,159,0.039584354
161,160,0.09843957
161,161,0.24933931
161,162,0.12319313
161,163,0.02345604
161,187,0.06936359
161,188,0.0209192
161,193,0.01577812
161,198,0.053229365
162,97,0.060505357
162,127,0.016313734
162,128,0.10097792
162,154,0.10407443
162,155,0.05757077
162,157,0.12697755
162,159,0.06771464
162,160,0.02608981
162,162,0.27428544
162,163,0.044093803
162,187,0.01390112
162,198,0.08303397
162,206,0.021150986
163,12,0.06765295
163,80,0.015644846
163,128,0.027849553
163,154,0.03624602
163,157,0.055575162
163,160,0.1422829
163,161,0.031931277
163,162,0.08041367
163,163,0.28369355
163,187,0.1152912
163,188,0.051817853
163,191,0.021797035
163,193,0.041897323
163,198,0.019708952
164,10,0.033096954
164,47,0.038552318
164,69,0.075364254
164,70,0.037476674
164,73,0.22709069
164,141,0.13337505
164,164,0.43616593
164,190,0.033484377
165,23,0.2671687
165,124,0.030256536
165,165,0.54781014
165,174,0.17202248
166,16,0.024437638
166,30,0.20539458
166,38,0.037384003
166,48,0.09249533
166,64,0.05799278
166,65,0.08591259
166,101,0.11457831
166,133,0.081647314
166,134,0.020814594
166,165,0.028388912
166,166,0.3372958
166,196,0.043635674
