from,to,cost
37,316,0.02182087
37,317,0.030434716
37,318,0.022058442
38,38,0.312389
38,134,0.017262334
38,200,0.12776431
38,201,0.05133915
38,203,0.06768978
38,205,0.101145715
38,208,0.15904003
38,210,0.16302006
38,254,0.0129294945
39,39,0.99999994
40,9,0.031458303
40,25,0.11586568
40,40,0.24518569
40,55,0.024755513
40,107,0.1061141
40,186,0.12639795
40,187,0.053852413
40,188,0.028009128
40,218,0.10828761
40,219,0.05695482
40,220,0.09280188
40,222,0.06137063
41,41,0.36959264
41,97,0.19550292
41,99,0.05150227
41,102,0.16127425
41,149,0.055068992
41,164,0.10465441
41,313,0.10953002
42,3,0.12383175
42,37,0.04029798
42,42,0.23075126
42,59,0.115238495
42,78,0.03987568
42,87,0.12573881
42,116,0.104194485
42,125,0.054497827
42,136,0.08242196
42,243,0.090578
42,244,0.091058955
43,43,0.64396906
43,88,0.30580515
43,184,0.029643485
43,185,0.029280564
44,5,0.16546178
44,12,0.15314062
44,21,0.029484713
44,44,0.33292454
44,66,0.16793369
44,74,0.05524063
44,83,0.068006374
44,95,0.15942562
44,104,0.035609346
45,45,0.40534827
45,80,0.12977384
45,93,0.21541212
45,146,0.10647252
45,248,0.03362596
45,251,0.17460814
46,10,0.26346332
46,46,0.53779745
46,115,0.30778375
47,47,0.666777
47,255,0.33322293
48,48,0.38591823
48,60,0.18168014
48,128,0.09151128
48,141,0.03497715
48,145,0.017257722
48,147,0.1387927
48,235,0.016033093
48,236,0.030928025
48,311,0.10383289
49,17,0.17554283
49,23,0.1025361
49,30,0.027278358
49,49,0.36112443
49,64,0.03537363
49,120,0.17566718
49,138,0.09032271
49,320,0.06420535
50,10,0.06994627
50,46,0.13621575
50,50,0.70965
50,115,0.073306896
51,9,0.030549958
51,51,0.32113886
51,55,0.023772683
51,84,0.079006426
51,109,0.0742655
51,122,0.11555854
51,219,0.05707065
51,221,0.11707161
51,223,0.13732159
52,21,0.15908302
52,52,0.32209504
52,67,0.09279706
52,69,0.13267058
52,94,0.08130716
52,98,0.15245895
52,112,0.10578633
52,238,0.031312477
53,4,0.025348283
53,19,0.019514384
53,41,0.16089989
53,53,0.37043425
53,97,0.16144376
53,102,0.10587281
53,160,0.04775981
53,164,0.047005046
53,313,0.056771304
54,9,0.013104085
54,25,0.078669764
54,36,0.104813315
54,40,0.107855126
54,54,0.23039037
54,107,0.06912412
54,186,0.11786883
54,187,0.026472084
54,188,0.0117625585
54,218,0.08503303
54,219,0.027465379
54,220,0.05384442
54,222,0.031270437
54,246,0.11800935
55,9,0.1420971
55,26,0.065441035
55,31,0.15667924
55,40,0.015504211
55,55,0.2781137
55,82,0.075597875
55,121,0.15183151
55,131,0.06974389
55,186,0.021001017
55,219,0.14005314
56,18,0.172934
56,24,0.05124076
56,56,0.4158961
56,126,0.2024758
56,175,0.029741697
56,215,0.12150591
57,57,0.21578954
57,90,0.0848458
57,111,0.10514147
57,132,0.031485222
57,137,0.09711046
57,174,0.10753342
57,177,0.10409628
57,211,0.09387447
57,213,0.10568154
57,214,0.07087234
57,253,0.015636425
58,58,0.854348
58,70,0.14814807
59,3,0.12377648
59,37,0.040585406
59,42,0.115238495
59,59,0.230209
59,78,0.040161245
59,87,0.12575588
59,116,0.10436436
59,125,0.05482483
59,136,0.08276939
59,243,0.09085811
59,244,0.091338225
60,48,0.18168014
60,60,0.6063877
60,147,0.0780152
60,311,0.043804705
61,51,0.114788316
61,61,0.28487462
61,76,0.111000575
61,84,0.02399166
61,103,0.0958533
61,109,0.021828804
61,122,0.053493824
61,221,0.047219418
61,223,0.07663429
61,249,0.13108534
62,34,0.13963504
62,50,0.117688976
62,62,0.58542395
62,237,0.13296746
63,63,0.5817739
63,150,0.07950348
63,165,0.060398057
63,166,0.054619856
63,167,0.021881044
63,191,0.048394658
63,230,0.023886537
64,14,0.17582905
64,23,0.14656164
64,30,0.19643691
64,45,0.056239557
64,64,0.3256256
64,93,0.048765656
64,138,0.15074676
64,251,0.022015767
65,3,0.07123302
65,28,0.077868044
65,42,0.07369219
65,59,0.07333954
65,65,0.15593305
65,87,0.066631965
65,116,0.044871524
65,125,0.012764481
65,136,0.024606204
65,152,0.07521105
65,161,0.084985994
65,162,0.07144433
65,163,0.0716983
65,242,0.07784101
65,243,0.03165925
65,244,0.031942386
65,256,0.078096144
66,21,0.121508345
66,52,0.047552038
66,66,0.5798929
66,98,0.031394493
66,104,0.13081159
67,35,0.059796907
67,67,0.48163635
67,94,0.26194885
67,129,0.040431336
67,238,0.20315115
68,2,0.10328232
68,4,0.07800122
68,19,0.06979841
68,41,0.064234175
68,68,0.16861948
68,72,0.07609618
68,97,0.060541853
68,102,0.03027255
68,151,0.102235034
68,158,0.08684093
68,170,0.07433833
68,171,0.0738296
68,190,0.023430917
68,191,0.03974669
68,202,0.03356874
68,204,0.017745772
68,226,0.07649445
68,227,0.07501752
68,254,0.03705201
68,313,0.012277424
69,35,0.021326076
69,67,0.19088344
69,69,0.3814744
69,94,0.19073975
69,112,0.17973435
69,238,0.112409815
70,70,0.88388
70,172,0.11612006
71,29,0.17528854
71,71,0.3711615
71,129,0.12213591
71,143,0.18104582
71,239,0.05376905
71,286,0.031910893
71,290,0.026270498
71,298,0.03827391
72,4,0.03429921
72,19,0.027219689
72,41,0.15744558
72,72,0.29118276
72,97,0.16186053
72,99,0.026888642
72,102,0.11792762
72,149,0.029062686
72,158,0.028574867
72,160,0.059778564
72,164,0.062312845
72,191,0.02926481
72,313,0.07047057
73,16,0.042115718
73,50,0.04066006
73,58,0.032890882
73,73,0.3192577
73,99,0.10099348
73,102,0.172893
73,149,0.105923906
73,164,0.16215351
73,237,0.02281474
73,313,0.1476813
74,5,0.025233734
74,47,0.06797579
74,74,0.47551623
74,83,0.24493633
74,155,0.056310862
74,159,0.057695232
74,255,0.06442973
75,75,0.29328474
75,195,0.046982795
75,299,0.14628819
75,300,0.12989046
75,302,0.11336787
75,303,0.06874713
75,304,0.04304532
75,305,0.13937747
75,307,0.023695042
76,9,0.015887825
76,51,0.12940054
76,61,0.11100057
76,76,0.2215137
76,84,0.04803725
76,103,0.10505193
76,109,0.044670474
76,122,0.080667205
76,219,0.032192323
76,221,0.078150414
76,223,0.10196837
76,249,0.11326418
77,77,0.99999994
78,37,0.20280991
78,78,0.40511355
78,193,0.17650707
78,314,0.095680214
78,315,0.030418655
78,316,0.022054378
78,317,0.030721245
78,318,0.022293864
79,17,0.21923345
79,23,0.031758178
79,49,0.14049847
79,79,0.43334898
79,120,0.12719175
79,138,0.026032757
80,80,0.61144644
80,146,0.29380384
80,300,0.027056132
80,305,0.03383063
81,33,0.065218724
81,81,0.5714507
81,108,0.038359348
81,123,0.058564994
81,127,0.023224333
81,240,0.1487534
82,2,0.030569104
82,18,0.023571491
82,26,0.15128547
82,31,0.14259169
82,56,0.057474617
82,68,0.03337763
82,82,0.31108114
82,121,0.1464708
82,126,0.047027454
82,151,0.024841199
82,217,0.04830988
83,47,0.058047924
83,74,0.24493632
83,83,0.51095206
83,155,0.048974548
83,159,0.050254118
83,255,0.0548234
84,9,0.12029371
84,26,0.019519726
84,31,0.086349316
84,55,0.10748215
84,82,0.024348048
84,84,0.2965647
84,109,0.14666156
84,121,0.08052739
84,219,0.1528202
85,15,0.07563893
85,32,0.15765662
85,81,0.06528954
85,85,0.3900558
85,114,0.185155
85,144,0.15071082
86,34,0.027572198
86,62,0.16160887
86,86,0.4435209
86,100,0.23275849
86,228,0.15226108
86,237,0.02357425
87,37,0.06739636
87,78,0.06678553
87,87,0.2936776
87,116,0.13139202
87,125,0.086006284
87,136,0.118936405
87,193,0.026662478
87,243,0.12332268
87,244,0.12381269
88,88,0.7557644
88,136,0.042826388
88,243,0.056682233
88,244,0.057226155
89,89,0.26476946
89,110,0.07017482
89,130,0.055625618
89,150,0.1283959
89,165,0.120269895
89,166,0.11503329
89,168,0.05175535
89,181,0.0230726
89,230,0.08377043
89,321,0.019617144
89,322,0.0416652
89,323,0.025654752
90,57,0.0848458
90,90,0.21806213
90,111,0.06484503
90,118,0.02119597
90,124,0.016387532
90,132,0.08294566
90,137,0.10533982
90,174,0.087993026
90,177,0.062246516
90,211,0.045207303
90,213,0.06634102
90,214,0.10793059
90,216,0.04217085
90,253,0.052030966
91,11,0.18309484
91,48,0.05268719
91,60,0.16577281
91,91,0.36597478
91,113,0.15238912
91,173,0.050876543
91,252,0.084457636
92,92,0.99999994
93,80,0.16053917
93,93,0.46620107
93,146,0.13415487
93,221,0.019497938
93,248,0.0473715
93,251,0.19887905
94,35,0.087129444
94,94,0.587897
94,129,0.0616338
94,238,0.2520611
95,74,0.18343814
95,83,0.207597
95,95,0.57723886
96,7,0.17527834
96,96,0.33367777
96,101,0.12995777
96,106,0.16330123
96,108,0.13750839
96,127,0.1521625
97,97,0.41785327
97,99,0.0646696
97,102,0.18000248
97,149,0.06889202
97,160,0.020593762
97,164,0.12551321
97,313,0.12784038
98,21,0.13449126
98,52,0.15245895
98,67,0.11326024
98,69,0.14658712
98,94,0.10292785
98,98,0.30130854
98,112,0.12242535
98,238,0.04461217
99,58,0.23940426
99,99,0.53991675
99,149,0.2705858
100,34,0.044936817
100,62,0.20856045
100,100,0.5121008
100,228,0.19390965
100,237,0.03937212
101,7,0.27336988
101,74,0.022066
101,83,0.028763317
101,96,0.12995778
101,101,0.3580839
101,106,0.14881241
101,108,0.059998192
101,127,0.07866463
102,16,0.04742361
102,50,0.045874473
102,58,0.03723465
102,99,0.11228124
102,102,0.3747037
102,149,0.11766075
102,164,0.1784779
102,237,0.025856344
102,313,0.16159715
103,9,0.022156617
103,51,0.12855627
103,55,0.017128278
103,61,0.09585331
103,76,0.10505192
103,84,0.05935723
103,103,0.20651281
103,109,0.055657748
103,122,0.08950056
103,219,0.04215522
103,221,0.08982956
103,223,0.10788451
103,249,0.10171792
104,21,0.18750283
104,52,0.12880622
104,66,0.13081159
104,67,0.031244798
104,69,0.062737755
104,94,0.024165548
104,98,0.105263464
104,104,0.34106714
104,112,0.042702742
105,36,0.17608157
105,40,0.03246667
105,54,0.061666016
105,105,0.37402847
105,124,0.19329412
105,186,0.04221457
105,218,0.018231388
105,246,0.06920191
106,7,0.20768245
106,96,0.16330124
106,101,0.14881243
106,106,0.33378598
106,108,0.11475204
106,127,0.13304673
107,25,0.1504488
107,107,0.29399815
107,187,0.115758866
107,188,0.07697627
107,189,0.027234603
107,220,0.15400982
107,222,0.124732815
107,224,0.020587021
107,247,0.04786751
108,7,0.07134198
108,96,0.1375084
108,101,0.059998192
108,106,0.11475204
108,108,0.40845978
108,127,0.19022368
109,9,0.12238755
109,26,0.021096746
109,31,0.09006391
109,55,0.10992999
109,82,0.02619839
109,84,0.14666156
109,109,0.29067984
109,121,0.08417851
109,219,0.1532126
110,110,0.25854048
110,130,0.12305988
110,142,0.02658788
110,168,0.13175257
110,181,0.102959365
110,257,0.024294896
110,321,0.09523825
110,322,0.12813003
110,323,0.108209044
110,324,0.05245812
111,57,0.105141476
111,90,0.06484503
111,111,0.23109391
111,132,0.01686953
111,137,0.08070926
111,174,0.10274726
111,177,0.11616109
111,211,0.11659763
111,213,0.11512872
111,214,0.049800716
112,35,0.032452397
112,67,0.20033056
112,69,0.17973435
112,94,0.2082405
112,112,0.35613573
112,238,0.13944401
113,11,0.14714171
113,60,0.08154117
113,91,0.15238914
113,113,0.37661135
113,173,0.12320046
113,252,0.15992942
114,15,0.099979185
114,32,0.119915724
114,81,0.09196306
114,85,0.185155
114,114,0.3735071
114,144,0.16790126
115,115,0.99999994
116,37,0.09002119
116,78,0.089357786
116,87,0.13139203
116,116,0.2560746
116,125,0.10768293
116,136,0.1347767
116,193,0.042093616
116,243,0.13097751
116,244,0.13130306
117,5,0.11077288
117,12,0.095751114
117,47,0.17690605
117,66,0.108188584
117,74,0.027407408
117,83,0.034890443
117,95,0.10071556
117,104,0.016823918
117,117,0.23518634
117,155,0.120938644
117,159,0.12185681
117,255,0.17419553
118,36,0.11608102
118,54,0.025948942
118,105,0.15537673
118,118,0.33765107
118,124,0.18980691
118,186,0.015166686
118,216,0.17266089
118,246,0.030178877
119,75,0.12438712
119,119,0.3203471
119,195,0.015724035
119,299,0.109001204
119,300,0.07899851
119,302,0.061784074
119,303,0.02761943
119,305,0.09045994
119,309,0.14346607
120,17,0.16248561
120,23,0.109960906
120,30,0.031667005
120,49,0.17566718
120,64,0.040172625
120,120,0.34441105
120,138,0.09760162
120,274,0.01931182
120,320,0.070979245
121,26,0.1333218
121,31,0.21360101
121,82,0.14647081
121,121,0.4245105
121,217,0.019744653
122,9,0.06296675
122,31,0.03273968
122,51,0.115558535
122,55,0.052548565
122,84,0.11191329
122,109,0.10793835
122,121,0.029664248
122,122,0.23426321
122,219,0.096769094
122,221,0.13252854
122,223,0.12012523
122,248,0.024784802
123,7,0.043396037
123,96,0.105202906
123,101,0.037794977
123,106,0.08322084
123,108,0.19036496
123,123,0.3791819
123,127,0.16735427
124,36,0.15747547
124,40,0.019050093
124,54,0.041674167
124,105,0.19329414
124,124,0.44340134
124,186,0.025850954
124,246,0.04782313
125,37,0.19120929
125,78,0.1907242
125,125,0.37832588
125,193,0.14606643
125,314,0.06921774
125,315,0.0187227
125,317,0.018929103
126,18,0.1777075
126,24,0.06071887
126,56,0.2024758
126,126,0.39955896
126,175,0.03638491
126,215,0.13430248
127,7,0.097046226
127,96,0.15216252
127,101,0.07866463
127,106,0.13304673
127,108,0.19022368
127,127,0.37267953
128,20,0.16659753
128,97,0.054171164
128,128,0.6610775
128,160,0.03708157
129,29,0.0881585
129,71,0.122135915
129,129,0.53453946
129,143,0.18533517
130,110,0.12305989
130,130,0.24068813
130,142,0.034077495
130,168,0.13154079
130,181,0.111639366
130,257,0.031365145
130,321,0.104558155
130,322,0.13152885
130,323,0.11636332
130,324,0.06345211
131,131,0.99999994
132,36,0.033294246
132,105,0.06678906
132,118,0.11581136
132,124,0.10921832
132,132,0.36039495
132,216,0.16189656
132,253,0.15903355
133,17,0.0699039
133,45,0.064915076
133,49,0.022020606
133,79,0.09475965
133,93,0.056567363
133,133,0.38767016
133,135,0.13481094
133,250,0.19790737
133,251,0.025905762
134,2,0.09886421
134,4,0.06504449
134,19,0.056154013
134,41,0.046656083
134,72,0.05997378
134,97,0.042736586
134,102,0.018878173
134,134,0.18634099
134,151,0.09441562
134,158,0.06640691
134,170,0.0532166
134,171,0.052776467
134,191,0.02562749
134,201,0.100757994
134,202,0.021447914
134,226,0.062438697
134,227,0.06090503
134,254,0.094138816
135,17,0.18707046
135,49,0.09862547
135,79,0.20166215
135,120,0.086670585
135,135,0.42190045
136,37,0.16551244
136,78,0.16477029
136,125,0.17658803
136,136,0.3705672
136,193,0.104012564
136,314,0.04030216
137,57,0.09711046
137,90,0.10533982
137,111,0.080709256
137,132,0.062555306
137,137,0.21580297
137,174,0.09933983
137,177,0.078305654
137,211,0.061281133
137,213,0.08206893
137,214,0.09834243
137,216,0.027795421
137,253,0.036201987
138,14,0.115669444
138,23,0.19759811
138,30,0.15729527
138,45,0.021721615
138,64,0.15074676
138,138,0.3867329
139,3,0.04211106
139,28,0.06845544
139,42,0.04665904
139,59,0.04632821
139,65,0.06870821
139,87,0.03732815
139,116,0.021941321
139,139,0.15048432
139,140,0.07530538
139,152,0.062484954
139,161,0.07045395
139,162,0.049655877
139,163,0.049951285
139,241,0.07163767
139,242,0.057531558
139,243,0.013501287
139,244,0.013654284
139,245,0.07158769
139,256,0.05786626
140,3,0.041989844
140,28,0.06842219
140,42,0.04654403
140,59,0.046211224
140,65,0.06867459
140,87,0.037208624
140,116,0.02185311
140,139,0.07530538
140,140,0.15073848
140,152,0.06243331
140,161,0.07039312
140,162,0.049559478
140,163,0.04985694
140,241,0.07164067
140,242,0.057443388
140,243,0.013435899
140,244,0.013588343
140,245,0.07159044
140,256,0.057776555
141,141,0.22614457
141,142,0.014933415
141,145,0.09536766
141,169,0.03963812
141,182,0.0664013
141,191,0.020517588
141,193,0.027249029
141,196,0.07318107
141,229,0.017886493
141,231,0.022996238
141,232,0.03790281
141,233,0.055801123
141,234,0.06588075
141,235,0.0934765
141,236,0.1101089
141,257,0.013488306
141,324,0.032322086
142,16,0.056366272
142,50,0.05543579
142,58,0.042038534
142,99,0.11413271
142,142,0.29245707
142,149,0.11903493
142,237,0.032387443
142,257,0.14475921
142,310,0.16161221
142,324,0.1521491
143,29,0.1549032
143,71,0.18104582
143,129,0.18533517
143,143,0.41555378
143,239,0.029359441
143,298,0.01886669
144,15,0.14012542
144,32,0.06782676
144,81,0.14307018
144,85,0.15071082
144,114,0.16790126
144,144,0.3554385
144,240,0.031209776
145,88,0.032934073
145,141,0.09536766
145,142,0.024258468
145,145,0.17774875
145,167,0.010468329
145,169,0.054065738
145,182,0.07730104
145,190,0.018468363
145,191,0.032758836
145,193,0.041411765
145,196,0.08318478
145,229,0.028353268
145,231,0.034836214
145,232,0.05210617
145,233,0.07048024
145,234,0.07684851
145,235,0.0879848
145,236,0.094550595
145,257,0.022218892
145,314,0.012578118
145,324,0.046965886
146,80,0.29380384
146,146,0.57565063
146,300,0.03447038
146,302,0.023796117
146,305,0.042500682
147,20,0.04355241
147,128,0.17379192
147,141,0.07996891
147,145,0.048925824
147,147,0.31780812
147,182,0.016697299
147,196,0.019867117
147,234,0.016461654
147,235,0.046441585
147,236,0.073501915
147,311,0.1539264
148,110,0.026983432
148,130,0.019339083
148,148,0.22478375
148,150,0.08507662
148,165,0.07098164
148,166,0.065820806
148,168,0.01665651
148,230,0.036161955
148,265,0.14555286
148,266,0.13088168
148,267,0.1297322
148,269,0.070402436
148,270,0.06262538
148,271,0.031620037
148,272,0.020323528
149,58,0.23249961
149,99,0.2705858
149,149,0.54320234
150,110,0.08793501
150,130,0.07237774
150,150,0.26257542
150,165,0.12841286
150,166,0.12425124
150,168,0.06931511
150,181,0.034682013
150,230,0.100530155
150,321,0.030003518
150,322,0.05801299
150,323,0.03811905
151,4,0.021599647
151,19,0.016619844
151,41,0.11146008
151,72,0.12081785
151,97,0.108376846
151,102,0.062023066
151,151,0.27316603
151,160,0.024057707
151,164,0.021982497
151,191,0.02280918
151,226,0.11690098
151,227,0.115316644
151,313,0.028905803
152,3,0.076587714
152,28,0.07516503
152,42,0.07776917
152,59,0.07744851
152,65,0.07521105
152,87,0.07269486
152,116,0.050796006
152,125,0.01610558
152,136,0.029732145
152,152,0.14744465
152,161,0.08335937
152,162,0.073512234
152,163,0.07372584
152,242,0.07876835
152,243,0.03719575
152,244,0.0375043
152,256,0.07897228
153,153,0.5025357
153,154,0.2502948
153,319,0.24897927
154,153,0.2502948
154,154,0.50581765
154,319,0.24325497
155,5,0.11446669
155,12,0.09808675
155,47,0.18585412
155,66,0.11125046
155,74,0.027261263
155,83,0.034852717
155,95,0.10331303
155,104,0.016630443
155,155,0.2695927
155,159,0.1353001
155,255,0.18278582
156,156,0.99999994
157,156,0.2789258
157,157,0.41851142
157,183,0.20340163
157,224,0.20446911
158,13,0.023168841
158,158,0.4606708
158,202,0.16411914
158,204,0.117688574
158,206,0.07831513
158,207,0.04835325
159,5,0.113436855
159,12,0.09690641
159,47,0.18525971
159,66,0.11005945
159,74,0.026654929
159,83,0.034128852
159,95,0.10211735
159,104,0.016226264
159,155,0.1353001
159,159,0.27166107
159,255,0.1821237
160,2,0.05627771
160,4,0.11672128
160,19,0.10909945
160,72,0.019303286
160,151,0.048377745
160,158,0.14437906
160,160,0.26771444
160,202,0.06943683
160,204,0.040930975
160,206,0.0223909
160,226,0.022273406
160,227,0.021386558
160,254,0.069911875
161,3,0.08693145
161,42,0.08820244
161,59,0.08784105
161,87,0.08256005
161,116,0.05777695
161,125,0.018400759
161,136,0.03390902
161,161,0.18851753
161,162,0.08328773
161,163,0.083528735
161,242,0.0891816
161,243,0.042374596
161,244,0.042724967
161,256,0.08940998
162,3,0.101077616
162,37,0.024393152
162,42,0.0970074
162,59,0.09679393
162,78,0.024110038
162,87,0.10027538
162,116,0.078354456
162,125,0.034491453
162,136,0.055871587
162,162,0.16986713
162,163,0.085013226
162,242,0.086511225
162,243,0.06420418
162,244,0.06461371
162,256,0.08655466
163,3,0.100990765
163,37,0.02418611
163,42,0.09699848
163,59,0.09678172
163,78,0.0239047
163,87,0.10013138
163,116,0.078122765
163,125,0.034237787
163,136,0.0555612
163,162,0.085013226
163,163,0.17019044
163,242,0.0866509
163,243,0.063920066
163,244,0.06432683
163,256,0.08669726
164,16,0.1605919
164,50,0.16615258
164,164,0.5702689
164,237,0.108341135
165,110,0.101650566
165,130,0.08628933
165,165,0.26032856
165,166,0.12715149
165,167,0.012912937
165,168,0.08462305
165,181,0.046546545
165,191,0.021646034
165,230,0.11215703
165,321,0.040844448
165,322,0.073120534
165,323,0.05067515
166,110,0.10285431
166,130,0.08803899
166,165,0.12715149
166,166,0.24904951
166,167,0.014042939
166,168,0.08688534
166,181,0.049020838
166,191,0.023422912
166,230,0.11241511
166,321,0.043179844
166,322,0.07571885
166,323,0.053233154
166,324,0.016223041
167,110,0.017922971
167,130,0.012353409
167,148,0.112587504
167,150,0.069747455
167,165,0.05564375
167,166,0.050986174
167,167,0.2387143
167,230,0.025117192
167,265,0.13201283
167,266,0.12282729
167,267,0.12123553
167,269,0.05350462
167,270,0.046677895
167,271,0.021383433
167,272,0.013004187
168,142,0.045845352
168,168,0.29217598
168,181,0.13209888
168,257,0.042431775
168,310,0.022279197
168,321,0.12489965
168,322,0.14922422
168,323,0.1368128
168,324,0.081652105
169,148,0.06345172
169,150,0.017907893
169,167,0.083924554
169,169,0.2816543
169,229,0.13107048
169,231,0.13543364
169,232,0.13988407
169,265,0.050383117
169,266,0.05359211
169,267,0.052025583
170,2,0.02455845
170,131,0.045237683
170,170,0.5583509
170,171,0.2789519
170,205,0.021475594
170,254,0.0383254
171,2,0.024790596
171,131,0.04567197
171,170,0.27895194
171,171,0.55747133
171,205,0.021691706
171,254,0.038623232
172,70,0.11612006
172,172,0.88388
173,11,0.046229277
173,91,0.050876547
173,113,0.123200454
173,173,0.5076298
173,252,0.21663941
174,57,0.10753342
174,90,0.087993026
174,111,0.10274726
174,132,0.034607913
174,137,0.09933983
174,174,0.21503821
174,177,0.101471536
174,211,0.08991699
174,213,0.10342306
174,214,0.07451911
